Year,Adult Mortality,infant deaths,Alcohol,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years,Income composition of resources,Schooling,Status_Developed,Status_Developing,Life expectancy 
2011,7.0,0,11.72,95.0,8.15,95.0,0.1,52567.52568,0.3,0.909,18.5,1,0,84.0
2014,22.0,5,6.29,95.0,4.36,95.0,0.1,1286.56511,2.4,0.789,15.0,0,1,69.9
2008,85.0,1,1.86,94.0,2.93,92.0,0.1,45758.9554,5.1,0.829,13.1,0,1,75.8
2011,413.0,43,7.38,69.0,8.61,69.0,8.5,849.954224,6.6,0.638,12.8,0,1,58.9
2001,179.0,103,7.13,99.0,7.19,98.0,0.1,3146.95177,3.4,0.685,14.3,0,1,71.0
2001,345.0,14,0.95,51.0,4.29,5.0,5.3,26.6394652,9.2,0.426,9.4,0,1,54.6
2013,366.0,46,0.64,46.0,3.42,39.0,3.1,986.13177,8.8,0.387,7.3,0,1,52.2
2000,12.0,0,11.69,97.0,8.7,97.0,0.1,3743.55917,1.3,0.86,16.5,1,0,76.9
2006,152.0,164,0.01,95.0,2.8,94.0,0.1,494.51466,19.7,0.506,8.4,0,1,68.2
2000,84.0,1,8.48,89.0,7.6,89.0,0.1,1242.95373,0.9,0.794,13.9,0,1,78.2
2014,113.0,4,0.41,98.0,7.45,98.0,0.1,466.94775,3.9,0.737,13.1,0,1,74.0
2009,123.0,20,0.5,94.0,5.36,95.0,0.1,3868.83123,6.0,0.705,13.1,0,1,74.4
2013,68.0,0,11.82,95.0,11.14,95.0,0.1,554.71532,1.8,0.887,15.7,1,0,81.1
2011,127.0,1,8.14,88.0,9.38,94.0,0.1,3725.63221,2.6,0.742,13.3,0,1,73.9
2012,186.0,12,0.01,84.0,6.24,86.0,0.3,95.244132,11.0,0.54,10.7,0,1,67.4
2002,72.0,2,9.25,96.0,8.23,93.0,0.1,22196.5736,0.5,0.836,15.2,1,0,80.0
2006,24.0,1,7.04,92.0,4.67,93.0,1.1,1945.6395,5.7,0.622,11.7,0,1,65.2
2007,129.0,20,0.44,95.0,3.82,95.0,0.1,3935.183343,6.0,0.69,12.3,0,1,73.8
2004,45.0,44,0.34,31.0,5.72,21.0,5.2,454.6765879,1.7,0.301,5.6,0,1,48.5
2012,165.0,369,0.04,72.0,2.76,72.0,0.1,1261.28967,19.8,0.529,7.6,0,1,65.7
2012,146.0,0,8.07,98.0,6.36,97.0,0.1,7583.1872,3.8,0.744,15.8,0,1,73.1
2000,16.0,0,0.37,99.0,3.5,99.0,0.1,188.44826,6.8,0.818,13.4,0,1,74.4
2002,123.0,0,7.59,86.0,5.76,87.0,0.8,11675.39395,4.2,0.749,14.0,0,1,73.5
2001,14.0,41,1.49,88.0,5.16,88.0,0.1,3119.63716,5.2,0.653,11.1,0,1,78.0
2006,41.0,93,9.81,62.0,9.86,64.0,8.6,336.4593923,6.4,0.434,10.6,0,1,54.9
2012,127.0,7,3.92,85.0,6.48,87.0,0.1,572.14313,1.3,0.717,13.3,0,1,75.5
2009,88.0,0,0.25,99.0,2.85,99.0,0.1,27965.4754,6.0,0.841,14.1,0,1,76.8
2002,174.0,0,3.3,85.0,5.1,86.0,0.1,1631.41727,0.2,0.653,12.1,0,1,76.0
2005,254.0,1,0.73,95.0,5.28,95.0,0.3,1247.61392,17.8,0.0,9.2,0,1,65.0
2014,135.0,0,0.01,82.0,5.18,8.0,0.1,4192.349758,0.1,0.716,14.3,0,1,73.3
2000,141.0,1,7.38,98.0,6.53,95.0,0.1,87.1365252,2.8,0.702,13.0,0,1,72.6
2007,63.0,0,11.56,97.0,6.5,97.0,0.1,31386.63265,0.9,0.836,13.5,1,0,78.9
2011,441.0,32,1.23,97.0,11.67,97.0,11.2,512.125451,6.7,0.444,10.6,0,1,54.1
2002,186.0,0,11.15,99.0,4.21,99.0,0.1,8331.261997,6.1,0.712,12.1,0,1,72.1
2003,53.0,109,10.16,57.0,7.54,59.0,9.4,237.9995917,6.7,0.418,11.5,0,1,51.0
2007,8.0,0,9.67,99.0,9.41,99.0,0.1,28827.32636,0.8,0.855,16.4,0,1,79.4
2009,219.0,21,0.3,83.0,4.81,86.0,0.5,12.566464,1.6,0.444,7.5,0,1,63.5
2005,223.0,8,0.01,71.0,4.21,71.0,1.3,697.7451989,9.8,0.461,7.2,0,1,66.0
2008,259.0,34,0.68,77.0,4.5,77.0,0.5,47.733254,7.8,0.491,9.4,0,1,62.3
2003,22.0,0,11.29,91.0,6.46,94.0,0.1,555.535669,3.2,0.78,15.8,1,0,71.6
2006,126.0,1,6.18,89.0,8.39,88.0,0.1,1872.68416,2.7,0.714,12.6,0,1,73.9
2003,613.0,43,1.08,85.0,6.35,84.0,24.2,26.152517,7.6,0.362,10.3,0,1,44.6
2004,95.0,1,1.77,94.0,2.46,94.0,0.1,36161.1761,5.2,0.813,12.4,0,1,75.1
2010,127.0,35,5.21,95.0,6.39,95.0,0.1,8959.581416,1.6,0.739,12.5,0,1,75.6
2014,53.0,0,0.01,99.0,7.37,99.0,0.1,2734.88382,0.9,0.85,14.0,1,0,83.0
2013,399.0,25,6.39,95.0,6.88,95.0,6.8,111.227396,6.2,0.488,10.4,0,1,58.0
2009,196.0,0,5.13,85.0,6.14,87.0,0.6,7443.85178,3.5,0.696,12.1,0,1,70.0
2005,26.0,3,0.36,55.0,1.5,55.0,0.1,478.331859,12.0,0.492,10.6,0,1,63.7
2001,74.0,1,2.53,93.0,7.61,92.0,0.1,236.19646,1.1,0.85,15.1,0,1,79.3
2014,23.0,4,8.06,45.0,7.1,23.0,0.2,314.658296,2.3,0.746,15.2,0,1,78.0
2002,124.0,1,5.86,93.0,7.18,95.0,0.1,488.768855,1.7,0.746,14.7,0,1,75.4
2008,278.0,55,0.57,74.0,6.74,74.0,1.6,689.6784228,9.2,0.36,5.8,0,1,55.5
2008,371.0,84,7.07,65.0,3.84,69.0,2.6,3868.578883,9.5,0.468,8.1,0,1,48.7
2009,67.0,0,6.68,94.0,9.49,94.0,0.1,817.77681,0.7,0.936,17.4,1,0,89.0
2003,69.0,0,6.9,99.0,9.31,99.0,0.1,36961.42537,1.3,0.882,15.9,1,0,82.0
2006,147.0,15,4.53,94.0,6.11,93.0,0.1,379.78776,2.3,0.669,11.5,0,1,73.1
2011,83.0,3,11.8,99.0,11.33,99.0,0.1,4381.288,0.6,0.882,16.1,0,1,81.7
2002,17.0,1,1.98,77.0,1.5,77.0,0.1,5436.595223,4.8,0.0,15.2,0,1,73.2
2007,12.0,1,8.65,88.0,8.17,98.0,0.1,2492.12878,2.7,0.722,12.5,0,1,74.4
2006,271.0,2,2.91,98.0,4.68,99.0,0.1,1334.651896,2.2,0.649,12.7,0,1,65.0
2003,3.0,18,6.64,56.0,5.32,53.0,4.6,329.782946,4.5,0.447,8.1,0,1,59.7
2011,321.0,22,4.16,95.0,8.58,96.0,1.5,26.479973,7.6,0.385,9.9,0,1,57.4
2008,45.0,72,1.48,74.0,4.91,75.0,12.6,53.127719,3.7,0.372,8.8,0,1,53.2
2009,276.0,55,0.59,77.0,6.85,73.0,1.6,697.153124,9.0,0.385,7.1,0,1,56.0
2004,355.0,15,1.01,71.0,5.6,71.0,5.1,349.9937253,8.6,0.432,10.0,0,1,54.9
2009,566.0,4,2.75,89.0,9.8,91.0,18.2,923.136931,7.6,0.453,10.8,0,1,49.4
2010,179.0,0,6.5,91.0,5.29,9.0,0.4,16683.94578,5.9,0.772,12.5,0,1,74.0
2003,66.0,0,10.62,98.0,6.83,98.0,0.1,2293.4789,0.9,0.815,13.0,1,0,78.5
2005,25.0,0,4.47,84.0,6.78,83.0,0.6,3595.8855,3.5,0.672,11.3,0,1,68.9
2007,291.0,2,9.02,78.0,2.86,81.0,10.0,8352.81711,6.9,0.645,12.4,0,1,61.6
2012,112.0,19,1.54,97.0,5.24,97.0,0.1,1172.3843,4.9,0.75,14.3,0,1,74.8
2012,148.0,3,5.36,83.0,1.33,87.0,0.1,3855.537735,2.0,0.679,12.3,0,1,73.6
2014,7.0,0,1.57,98.0,4.98,98.0,0.1,24983.3792,6.1,0.82,14.5,0,1,76.8
2006,161.0,0,1.0,67.0,3.96,68.0,0.1,247.97823,1.6,0.572,10.6,0,1,71.0
2001,38.0,21,10.47,97.0,5.67,96.0,0.3,21.362386,2.8,0.72,12.5,0,1,65.1
2000,224.0,1800,0.93,57.0,4.26,58.0,0.3,438.864634,27.7,0.489,8.3,0,1,62.5
2010,76.0,2,11.2,94.0,11.25,95.0,0.1,41785.55691,1.1,0.907,16.7,1,0,81.0
2014,522.0,4,0.01,9.0,1.62,93.0,9.4,1174.839214,5.8,0.491,10.8,0,1,52.1
2013,84.0,0,0.01,99.0,2.61,99.0,0.1,44597.27968,5.8,0.86,14.9,0,1,77.1
2003,189.0,173,0.05,8.0,2.53,71.0,0.1,164.59447,1.9,0.613,10.8,0,1,66.9
2000,74.0,4,7.97,98.0,7.53,85.0,0.1,38532.488,1.6,0.852,14.5,1,0,81.1
2000,11.0,10,0.05,95.0,4.24,95.0,0.1,9126.954277,7.3,0.737,11.8,0,1,72.6
2008,281.0,10,3.88,79.0,11.83,75.0,2.4,232.61732,7.7,0.394,9.8,0,1,58.6
2005,11.0,1,1.94,74.0,8.42,77.0,0.1,5339.441291,4.7,0.0,13.7,0,1,73.9
2008,132.0,3,0.47,97.0,3.47,97.0,0.1,8513.629541,8.5,0.747,12.5,0,1,73.8
2003,155.0,1,11.19,96.0,7.43,96.0,0.1,271.46824,2.3,0.729,12.9,1,0,72.0
2008,199.0,16,2.24,91.0,5.55,91.0,0.7,745.7877873,11.2,0.511,10.5,0,1,65.6
2002,68.0,0,11.68,98.0,6.12,98.0,0.1,16372.29152,0.9,0.805,12.5,1,0,78.4
2005,19.0,163,0.06,79.0,2.79,72.0,0.1,126.928834,1.9,0.629,11.1,0,1,67.2
2008,184.0,0,6.33,99.0,2.64,99.0,0.1,11122.8627,5.9,0.739,13.2,0,1,72.2
2002,22.0,0,11.0,97.0,6.4,95.0,0.1,4146.987928,3.3,0.77,15.3,1,0,71.4
2009,393.0,2,5.01,96.0,6.39,96.0,9.0,5185.729845,8.4,0.661,12.2,0,1,59.2
2004,279.0,56,0.11,45.0,6.61,43.0,1.6,232.5661574,12.1,0.27,3.1,0,1,52.9
2013,258.0,9,0.01,75.0,9.25,76.0,1.1,454.1222236,6.8,0.419,9.8,0,1,61.1
2002,276.0,8,5.99,95.0,3.61,95.0,0.1,1658.31146,2.6,0.7,12.7,0,1,64.7
2013,172.0,0,0.01,98.0,3.58,98.0,0.1,15687.34795,5.7,0.762,13.5,0,1,72.9
2010,13.0,5,1.98,85.0,5.33,81.0,0.1,5842.85784,2.8,0.737,11.7,0,1,71.1
2004,197.0,6,1.56,97.0,4.28,97.0,0.1,174.6692,15.4,0.705,12.8,0,1,69.1
2013,268.0,66,0.01,62.0,8.13,64.0,0.1,631.744976,17.7,0.47,9.9,0,1,59.9
2002,73.0,25,4.43,73.0,6.53,71.0,39.8,57.34834,1.2,0.427,10.0,0,1,44.8
2010,59.0,0,11.32,99.0,7.23,99.0,0.1,3818.46396,0.9,0.853,14.6,1,0,79.5
2014,58.0,1,0.01,96.0,1.9,96.0,0.1,52157.4687,1.0,0.923,18.1,1,0,81.7
2007,157.0,1,10.89,95.0,6.41,95.0,0.1,5932.899677,2.1,0.755,13.5,1,0,72.6
2003,332.0,49,4.58,83.0,5.61,79.0,2.9,332.344351,1.7,0.0,3.8,0,1,51.6
2006,245.0,1,0.29,96.0,5.27,95.0,0.3,1335.45696,17.5,0.0,9.6,0,1,65.8
2000,386.0,25,6.61,71.0,4.98,8.0,5.2,135.9984455,9.0,0.268,4.5,0,1,58.0
2003,271.0,2,1.31,98.0,6.18,98.0,0.1,646.561295,2.4,0.609,10.5,0,1,64.0
2014,191.0,0,0.01,95.0,8.35,95.0,0.2,1821.878734,5.6,0.562,11.1,0,1,67.3
2012,439.0,16,0.01,47.0,3.62,47.0,5.1,486.41114,8.7,0.366,7.1,0,1,53.0
2000,312.0,1,0.17,98.0,6.91,92.0,0.1,765.8632358,19.2,0.0,7.3,0,1,62.0
2012,25.0,5,8.44,72.0,7.47,76.0,0.2,3855.42128,2.4,0.739,15.1,0,1,77.0
2004,69.0,0,6.53,89.0,8.46,89.0,0.1,1519.5497,0.7,0.797,14.2,1,0,78.7
2012,251.0,25,0.01,8.0,4.86,8.0,1.3,837.9551,7.4,0.458,10.0,0,1,59.3
2002,351.0,15,1.0,58.0,4.7,59.0,5.3,28.832123,9.0,0.428,9.7,0,1,54.7
2008,168.0,2,0.06,79.0,0.74,79.0,0.1,643.71911,11.7,0.566,11.7,0,1,66.2
2014,314.0,28,0.01,78.0,4.99,86.0,4.3,1738.8822,6.3,0.57,12.5,0,1,61.1
2006,68.0,3,7.49,95.0,8.19,98.0,0.1,35433.98896,1.7,0.873,14.9,1,0,82.4
2012,189.0,11,2.02,94.0,6.33,96.0,0.4,3299.65139,1.2,0.616,10.6,0,1,71.3
2003,299.0,59,0.54,67.0,6.25,63.0,2.2,391.791281,1.3,0.318,5.2,0,1,52.0
2009,279.0,1,0.49,89.0,8.37,89.0,3.2,1253.657431,5.7,0.436,5.3,0,1,69.0
2006,394.0,58,5.22,78.0,4.69,81.0,7.2,12.989164,6.7,0.456,8.2,0,1,53.3
2013,9.0,0,4.12,87.0,9.46,89.0,0.1,535.86555,2.4,0.735,14.2,0,1,77.0
2009,491.0,36,1.16,93.0,1.18,93.0,14.9,42.7379657,6.9,0.415,9.9,0,1,51.5
2013,128.0,1,5.91,94.0,7.25,93.0,0.1,4274.376857,2.7,0.755,13.5,0,1,74.5
2005,84.0,0,1.18,98.0,3.1,97.0,0.1,51488.49529,4.8,0.83,13.7,0,1,76.6
2006,284.0,25,1.19,76.0,4.75,74.0,2.0,625.8392,8.5,0.434,8.7,0,1,56.8
2008,382.0,56,5.9,82.0,5.18,84.0,6.7,1233.524316,6.4,0.466,8.8,0,1,54.2
2010,115.0,0,6.56,93.0,6.9,94.0,0.1,6682.281158,2.0,0.787,15.0,0,1,75.3
2010,12.0,3,1.28,98.0,6.54,98.0,0.1,414.15177,6.3,0.71,14.4,0,1,74.8
2008,58.0,0,8.49,98.0,8.8,98.0,0.1,55575.29196,0.9,0.892,18.2,1,0,81.4
2006,161.0,70,7.1,99.0,8.36,99.0,0.1,586.145975,3.1,0.698,13.8,0,1,73.0
2001,611.0,43,2.61,86.0,6.56,85.0,18.6,378.2736238,7.4,0.424,9.8,0,1,44.6
2006,161.0,5,3.23,94.0,7.63,95.0,0.8,1437.628785,2.4,0.583,10.8,0,1,72.8
2011,68.0,2,8.2,87.0,1.82,87.0,0.1,5282.2176,0.5,0.903,15.9,0,1,81.5
2007,124.0,1,6.67,94.0,8.23,94.0,0.1,79.69746,1.6,0.76,15.3,0,1,75.4
2008,225.0,22,0.28,87.0,4.94,88.0,0.6,11.33678,1.8,0.435,7.1,0,1,62.8
2012,159.0,2,0.01,83.0,1.1,83.0,0.1,1117.77724,11.2,0.618,12.5,0,1,67.4
2012,195.0,0,0.01,99.0,4.16,99.0,0.1,4546.73854,4.0,0.714,14.9,0,1,69.4
2000,175.0,4,10.16,99.0,4.33,99.0,0.1,1668.162731,4.0,0.703,11.5,1,0,77.0
2013,27.0,40,4.64,89.0,5.91,88.0,0.7,699.452847,8.4,0.392,7.5,0,1,59.0
2014,11.0,1,0.4,99.0,3.55,99.0,0.1,2458.45226,7.1,0.796,13.7,0,1,76.4
2000,224.0,7,2.9,98.0,3.94,97.0,0.1,643.17518,3.6,0.0,0.0,0,1,63.8
2000,272.0,1,0.09,7.0,3.56,7.0,0.1,375.8528566,7.9,0.0,8.2,0,1,59.5
2001,171.0,6,2.74,99.0,6.88,96.0,1.6,113.4546,2.7,0.557,9.9,0,1,71.3
2013,33.0,22,0.01,96.0,8.3,96.0,1.0,282.7555252,7.4,0.398,10.5,0,1,58.6
2014,1.0,0,8.82,95.0,7.47,94.0,0.1,15359.66971,3.8,0.793,15.3,0,1,75.4
2011,14.0,118,0.01,96.0,3.16,96.0,0.1,835.789341,18.7,0.545,9.4,0,1,73.0
2010,61.0,1,2.63,95.0,7.36,95.0,0.1,3661.994,1.2,0.878,15.7,0,1,81.7
2003,166.0,6,3.04,92.0,8.29,92.0,1.4,1157.3427,2.6,0.566,10.3,0,1,71.9
2009,2.0,1300,2.5,73.0,4.38,74.0,0.2,19.317765,27.0,0.563,10.5,0,1,66.0
2011,263.0,40,1.64,91.0,4.81,91.0,1.3,1574.978653,6.9,0.554,10.9,0,1,61.2
2009,19.0,0,8.46,93.0,6.21,93.0,0.1,16523.32388,3.8,0.779,15.5,0,1,74.6
2012,174.0,6,5.93,85.0,4.26,85.0,0.4,5968.876767,3.3,0.706,13.1,0,1,72.1
2000,16.0,9,0.65,75.0,4.67,76.0,0.1,655.974326,3.2,0.636,10.1,0,1,66.6
2008,76.0,0,2.0,97.0,3.17,97.0,0.1,2367.56535,6.0,0.815,14.4,0,1,75.8
2000,76.0,1,2.53,93.0,7.13,93.0,0.1,2152.1432,1.1,0.845,15.2,0,1,78.9
2014,89.0,0,4.03,86.0,9.57,86.0,0.1,5193.94932,2.4,0.742,14.2,0,1,77.2
2002,322.0,2,1.03,62.0,5.45,62.0,4.3,792.15412,6.2,0.372,3.3,0,1,57.9
2014,54.0,0,7.3,98.0,11.93,98.0,0.1,5918.19898,1.5,0.906,15.8,1,0,82.3
2013,114.0,4,0.4,98.0,7.23,98.0,0.1,3992.86717,3.9,0.737,13.1,0,1,73.9
2008,8.0,0,11.53,96.0,7.34,99.0,0.1,114293.8433,0.9,0.887,13.5,1,0,80.0
2005,369.0,24,5.54,82.0,9.84,87.0,4.3,15.57434,8.2,0.286,5.6,0,1,53.4
2004,91.0,1,12.05,96.0,9.32,95.0,0.1,35589.71295,0.8,0.88,18.8,1,0,78.8
2008,88.0,0,10.7,88.0,1.18,88.0,0.1,64322.6664,1.1,0.906,16.8,1,0,78.8
2005,93.0,2,7.57,92.0,6.69,91.0,0.1,7615.3468,0.9,0.79,14.6,0,1,78.4
2008,14.0,2,11.4,96.0,6.88,99.0,0.1,141.44688,2.2,0.813,15.0,1,0,75.5
2005,327.0,18,11.57,98.0,5.21,98.0,0.3,5323.473877,2.4,0.748,13.7,0,1,65.0
2006,65.0,2,8.44,97.0,8.82,96.0,0.1,3341.7482,0.5,0.856,16.0,1,0,81.2
2014,143.0,0,8.42,81.0,6.1,97.0,0.1,8569.776998,3.8,0.749,15.8,0,1,73.5
2001,345.0,7,0.61,89.0,3.95,86.0,2.0,215.139213,1.0,0.0,4.3,0,1,58.1
2001,177.0,0,4.38,93.0,3.87,92.0,0.1,3792.182152,8.0,0.673,12.2,0,1,71.5
2000,96.0,0,13.2,71.0,1.6,81.0,0.1,24517.26745,1.7,0.833,15.4,1,0,78.1
2008,255.0,2,0.12,81.0,5.13,81.0,0.1,795.97519,7.2,0.461,10.2,0,1,61.0
2003,22.0,7,6.32,65.0,5.53,79.0,2.3,2372.628827,3.6,0.665,12.4,0,1,73.0
2012,139.0,1,10.99,95.0,7.11,95.0,0.1,7378.25539,1.9,0.778,14.3,1,0,73.9
2012,13.0,1,7.71,93.0,8.57,92.0,0.1,4142.869175,2.6,0.749,13.4,0,1,74.2
2003,185.0,366,0.01,69.0,2.61,67.0,0.1,563.594342,21.6,0.465,5.6,0,1,63.5
2005,72.0,1,9.69,96.0,9.6,96.0,0.1,41577.169,1.0,0.888,16.4,1,0,79.4
2003,226.0,8,0.01,75.0,4.53,76.0,1.3,528.586613,1.3,0.447,6.6,0,1,63.0
2010,187.0,138,0.08,82.0,2.74,81.0,0.3,3113.48635,1.6,0.656,12.1,0,1,68.1
2007,45.0,29,3.86,63.0,1.12,64.0,2.2,358.8274716,8.9,0.357,8.2,0,1,45.3
2008,289.0,177,1.13,63.0,4.28,54.0,2.4,325.3825543,11.2,0.378,7.6,0,1,59.8
2000,321.0,88,0.01,24.0,8.2,24.0,0.1,114.56,2.3,0.338,5.5,0,1,54.8
2002,513.0,30,4.06,54.0,11.96,53.0,1.7,249.939542,9.9,0.306,7.2,0,1,48.0
2014,268.0,2,0.01,96.0,5.41,95.0,2.3,7497.762376,6.7,0.697,12.6,0,1,65.1
2010,61.0,0,1.84,96.0,3.96,96.0,0.1,46569.67951,2.1,0.889,14.5,1,0,82.0
2012,412.0,2,0.01,92.0,8.76,95.0,12.2,3851.51547,4.8,0.534,11.3,0,1,56.5
2012,58.0,0,7.67,99.0,9.95,99.0,0.1,2193.8836,0.8,0.821,14.1,1,0,81.0
2003,153.0,0,1.79,91.0,5.9,9.0,0.1,229.714718,0.1,0.683,13.7,0,1,72.0
2001,115.0,1,4.04,99.0,6.27,98.0,0.1,2832.188893,3.6,0.686,12.3,0,1,76.7
2007,23.0,2,2.83,99.0,6.32,99.0,0.3,334.83817,1.8,0.657,12.9,0,1,71.2
2001,283.0,57,0.11,42.0,7.1,36.0,1.6,165.257247,12.7,0.255,2.9,0,1,56.0
2007,82.0,0,11.75,96.0,6.8,99.0,0.1,1618.4928,0.9,0.877,13.5,1,0,79.7
2001,4.0,42,0.3,26.0,6.9,26.0,4.8,197.3156442,11.3,0.3,4.9,0,1,48.0
2005,148.0,13,4.44,66.0,4.72,77.0,0.4,2754.7829,1.3,0.692,13.0,0,1,72.8
2012,194.0,0,16.35,98.0,5.1,98.0,0.1,694.243915,2.0,0.793,15.6,0,1,71.9
2000,284.0,58,0.1,41.0,6.1,34.0,1.5,158.455972,12.8,0.253,2.8,0,1,50.0
2002,282.0,57,0.1,43.0,6.55,39.0,1.6,177.828384,12.5,0.261,2.9,0,1,51.4
2012,154.0,0,0.01,98.0,4.76,98.0,0.1,9291.227619,7.1,0.756,14.3,0,1,73.9
2007,217.0,0,4.14,98.0,7.44,97.0,1.2,894.927988,6.7,0.527,10.3,0,1,65.1
2004,228.0,66,0.44,92.0,1.97,82.0,0.5,219.8156688,13.3,0.455,7.8,0,1,63.5
2000,96.0,0,0.01,94.0,2.51,98.0,0.1,18389.38433,3.2,0.786,14.1,0,1,73.2
2010,24.0,0,5.58,98.0,5.24,98.0,0.5,1129.754961,6.1,0.542,10.6,0,1,66.2
2012,429.0,26,6.09,95.0,6.69,95.0,8.8,955.648466,6.5,0.464,9.8,0,1,56.6
2005,223.0,65,4.22,9.0,3.91,89.0,0.1,1194.697155,1.0,0.642,11.6,0,1,67.0
2010,84.0,0,10.28,9.0,11.8,9.0,0.1,5841.41122,1.1,0.906,16.8,1,0,79.2
2012,231.0,1,0.01,99.0,4.22,99.0,0.1,4368.82248,2.2,0.712,14.7,0,1,67.8
2005,66.0,0,6.5,98.0,9.6,98.0,0.1,4385.35315,1.3,0.89,16.0,1,0,85.0
2010,138.0,1,3.55,94.0,5.3,94.0,0.5,4682.728424,1.8,0.721,12.7,0,1,75.0
2007,23.0,22,0.32,93.0,4.72,94.0,0.7,95.3978522,11.0,0.425,6.8,0,1,62.1
2014,57.0,2,0.01,99.0,1.23,96.0,0.1,3896.21151,2.0,0.899,15.3,1,0,83.5
2001,11.0,1,12.22,96.0,9.1,97.0,0.1,11729.14616,0.8,0.782,15.7,1,0,76.9
2000,428.0,77,1.51,8.0,4.68,82.0,18.1,43.9797132,9.2,0.448,8.4,0,1,51.9
2008,132.0,2,0.01,98.0,2.4,98.0,0.1,14396.4865,5.5,0.757,14.8,0,1,72.6
2007,28.0,41,1.25,94.0,5.3,94.0,2.6,19.686718,7.7,0.519,9.1,0,1,59.9
2003,146.0,20,0.34,87.0,3.6,87.0,0.1,294.33556,6.3,0.663,11.5,0,1,71.7
2007,65.0,0,7.45,76.0,8.36,74.0,0.1,19375.5696,0.7,0.808,14.4,1,0,79.6
2012,92.0,0,4.61,87.0,9.94,92.0,0.1,4716.673325,2.5,0.728,13.9,0,1,76.8
2014,171.0,0,6.94,94.0,5.93,92.0,0.3,19325.24283,5.8,0.778,12.7,0,1,71.1
2003,24.0,15,2.45,84.0,6.88,84.0,0.4,1753.349471,1.4,0.56,9.0,0,1,69.4
2005,137.0,1,4.25,92.0,5.25,9.0,0.1,1643.758397,2.0,0.679,10.9,0,1,73.0
2007,124.0,1,6.16,84.0,6.31,85.0,0.2,668.8667,2.1,0.743,12.9,0,1,76.4
2013,258.0,58,1.84,94.0,5.57,87.0,3.0,1229.114798,7.9,0.541,11.1,0,1,62.6
2006,587.0,38,1.18,99.0,8.99,99.0,21.1,297.6971211,7.3,0.377,9.6,0,1,47.1
2014,6.0,1,9.71,92.0,9.42,92.0,0.1,62214.6912,0.6,0.936,20.4,1,0,82.7
2009,587.0,30,4.64,69.0,6.26,73.0,18.1,65.824121,7.5,0.419,9.9,0,1,50.0
2014,144.0,11,4.38,9.0,7.2,9.0,0.1,7913.383432,2.1,0.72,13.6,0,1,74.6
2011,464.0,28,6.0,93.0,6.31,93.0,13.3,839.927936,6.8,0.452,10.1,0,1,54.9
2006,84.0,3,11.76,94.0,1.34,96.0,0.1,36447.87232,1.1,0.892,16.5,1,0,79.6
2010,87.0,0,10.32,96.0,9.7,96.0,0.1,23437.4722,1.6,0.872,16.9,1,0,79.5
2006,212.0,0,0.76,86.0,1.93,86.0,0.1,1151.555618,0.2,0.576,12.1,0,1,65.0
2013,148.0,3,5.03,8.0,1.49,86.0,0.2,4479.95858,2.0,0.679,12.3,0,1,73.8
2001,189.0,377,0.01,68.0,2.61,65.0,0.1,51.6568157,22.0,0.45,5.4,0,1,63.0
2000,86.0,2,11.12,95.0,7.21,95.0,0.1,14676.769,0.6,0.82,15.7,1,0,79.1
2005,137.0,22,0.47,98.0,5.6,98.0,0.1,213.755559,6.5,0.569,9.8,0,1,77.0
2003,152.0,15,4.5,95.0,4.6,94.0,0.4,218.25997,1.3,0.686,13.3,0,1,72.1
2006,148.0,0,1.79,89.0,5.61,88.0,0.1,2892.522663,0.1,0.695,14.6,0,1,72.4
2010,171.0,10,0.32,95.0,6.4,93.0,0.2,738.3475227,3.7,0.603,11.1,0,1,67.3
2005,135.0,1,9.6,98.0,8.7,98.0,0.1,3528.1318,2.5,0.73,13.2,0,1,73.0
2006,328.0,196,1.22,59.0,4.47,46.0,3.3,193.794956,11.4,0.346,6.6,0,1,57.2
2004,149.0,0,7.28,97.0,4.21,97.0,0.1,1352.8374,3.5,0.0,0.0,0,1,74.4
2011,144.0,12,4.37,85.0,6.64,85.0,0.1,7227.73968,2.2,0.7,13.0,0,1,74.2
2001,17.0,10,0.05,97.0,4.49,97.0,0.1,8643.4944,7.3,0.742,12.0,0,1,72.8
2004,77.0,1,9.56,98.0,8.52,98.0,0.1,39954.64222,1.0,0.885,16.5,1,0,79.2
2009,84.0,1,1.73,94.0,4.5,93.0,0.1,3372.57517,5.1,0.831,13.2,0,1,76.0
2000,13.0,2,6.24,91.0,6.4,91.0,0.1,511.368479,1.1,0.755,13.5,0,1,77.3
2002,85.0,0,0.87,96.0,2.71,96.0,0.1,2999.65492,4.8,0.807,12.2,0,1,76.4
2005,144.0,15,4.38,93.0,5.82,93.0,0.1,3386.256,2.4,0.658,11.1,0,1,73.1
2004,13.0,1,2.1,74.0,8.91,75.0,0.1,5424.22356,4.7,0.0,14.2,0,1,73.7
2002,437.0,76,1.66,83.0,4.54,84.0,15.7,395.8493511,8.9,0.451,8.5,0,1,52.1
2007,487.0,32,2.08,77.0,4.37,8.0,13.6,114.587985,6.9,0.492,11.1,0,1,52.6
2004,329.0,12,4.24,47.0,8.77,31.0,3.2,149.4452549,8.5,0.335,10.2,0,1,54.0
2005,138.0,4,1.97,99.0,4.6,99.0,0.1,1259.87591,15.4,0.712,12.9,0,1,74.2
2006,7.0,28,4.57,71.0,5.12,7.0,26.8,414.796232,8.6,0.408,9.5,0,1,45.4
