Year,Adult Mortality,infant deaths,Alcohol,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years,Income composition of resources,Schooling,Status_Developed,Status_Developing,Life expectancy 
2013,254.0,38,0.01,91.0,4.63,9.0,0.9,1814.492297,6.6,0.57,11.5,0,1,61.9
2004,157.0,1,10.96,94.0,7.9,95.0,0.1,3381.57837,2.3,0.738,13.3,1,0,72.2
2010,118.0,0,6.21,95.0,8.63,95.0,0.1,11938.212,1.5,0.777,15.6,0,1,76.3
2014,96.0,1,3.45,91.0,9.31,91.0,0.1,1647.44179,1.7,0.768,13.9,0,1,79.5
2006,56.0,17,1.54,47.0,3.99,51.0,10.0,347.673678,9.6,0.323,6.0,0,1,46.3
2005,29.0,17,5.57,6.0,4.41,6.0,3.9,465.311876,4.4,0.452,8.2,0,1,65.0
2010,89.0,2,7.93,92.0,6.97,92.0,0.1,1286.17764,0.8,0.815,15.2,0,1,79.1
2007,41.0,88,9.65,7.0,9.76,73.0,8.4,41.858631,6.3,0.442,10.3,0,1,55.5
2013,84.0,0,4.76,99.0,5.66,99.0,0.1,4414.72314,1.3,0.759,14.2,0,1,77.2
2001,229.0,7,0.01,75.0,4.34,75.0,1.2,464.229758,1.7,0.444,6.5,0,1,61.0
2000,172.0,4,6.78,86.0,8.1,86.0,0.1,1545.626423,2.5,0.625,11.6,0,1,79.0
2012,194.0,0,0.01,96.0,8.6,96.0,0.5,138.949959,5.9,0.553,10.8,0,1,66.9
2006,24.0,14,2.38,9.0,7.7,89.0,0.4,2256.56724,1.4,0.57,9.8,0,1,69.7
2010,152.0,3,5.65,85.0,9.1,89.0,0.1,3225.591754,2.1,0.664,12.4,0,1,73.2
2000,156.0,0,7.27,96.0,4.13,95.0,0.1,9875.161736,3.7,0.0,0.0,0,1,73.6
2004,137.0,3,0.49,95.0,3.74,95.0,0.1,4955.477743,9.2,0.731,12.7,0,1,73.2
2013,15.0,4,3.11,97.0,9.15,97.0,0.4,2136.77395,2.2,0.614,11.6,0,1,74.3
2005,189.0,0,6.12,95.0,5.31,95.0,0.5,12323.1275,6.3,0.745,12.3,0,1,69.5
2011,375.0,513,8.75,48.0,3.69,48.0,4.7,2527.9423,11.0,0.5,9.6,0,1,52.3
2002,98.0,0,9.25,95.0,7.81,98.0,0.1,26834.2625,0.9,0.863,18.0,0,1,78.1
2013,135.0,104,0.01,96.0,2.88,96.0,0.1,951.8894535,18.3,0.565,10.0,0,1,71.0
2001,134.0,1,0.55,99.0,3.8,99.0,0.1,8476.61511,7.1,0.705,10.7,0,1,72.9
2003,134.0,1,7.25,89.0,8.13,89.0,0.1,2832.49652,2.7,0.715,13.0,0,1,73.0
2005,248.0,6,2.85,99.0,3.51,99.0,0.1,174.51475,3.4,0.0,10.3,0,1,63.3
2003,127.0,46,4.88,98.0,6.2,98.0,0.1,6751.998987,1.9,0.708,11.9,0,1,75.0
2013,451.0,16,0.01,23.0,3.82,23.0,5.1,337.4849614,8.5,0.37,7.1,0,1,49.9
2012,97.0,1,3.34,9.0,9.56,91.0,0.1,9985.36959,1.8,0.758,13.6,0,1,79.2
2000,74.0,0,6.17,98.0,9.28,98.0,0.1,31813.37344,1.0,0.847,16.8,1,0,79.7
2001,48.0,90,2.09,72.0,5.64,73.0,13.4,256.4414872,4.1,0.298,5.8,0,1,49.5
2014,253.0,37,0.01,93.0,3.56,98.0,0.8,1432.227943,6.4,0.576,11.7,0,1,62.1
2002,19.0,4,1.17,96.0,5.32,96.0,0.1,2346.5937,6.5,0.662,13.3,0,1,73.5
2002,219.0,1700,1.1,58.0,4.4,59.0,0.3,466.2842,27.4,0.499,8.4,0,1,63.3
2008,159.0,2,11.9,95.0,5.33,96.0,0.1,1136.47356,3.1,0.78,14.7,1,0,73.1
2010,186.0,0,6.76,96.0,5.85,96.0,0.2,4344.15177,3.5,0.7,12.4,0,1,69.5
2001,92.0,0,12.4,83.0,1.12,84.0,0.1,24489.73553,1.7,0.837,15.5,1,0,78.6
2006,99.0,1,5.31,97.0,5.86,97.0,0.1,35.1293,1.7,0.696,11.4,0,1,74.2
2002,334.0,3,6.01,44.0,2.5,36.0,2.9,2711.17114,1.4,0.542,8.2,0,1,53.5
2013,64.0,0,0.01,99.0,11.16,99.0,0.1,7112.33575,13.7,0.683,12.4,0,1,77.9
2009,65.0,1,9.23,97.0,1.29,97.0,0.1,519.349,1.0,0.906,16.9,1,0,86.0
2008,632.0,30,3.56,75.0,4.96,75.0,20.5,325.678573,7.8,0.421,9.7,0,1,48.2
2004,119.0,0,7.68,93.0,5.71,93.0,0.2,12868.8639,4.1,0.757,14.4,0,1,73.8
2012,3.0,2,0.01,96.0,6.27,95.0,4.4,729.231453,7.3,0.687,12.5,0,1,63.4
2013,181.0,124,0.09,86.0,2.93,85.0,0.3,362.663981,1.5,0.677,12.9,0,1,68.7
2008,8.0,2,11.36,95.0,1.39,96.0,0.1,45699.19832,1.1,0.903,16.6,1,0,79.9
2000,98.0,0,13.14,99.0,7.48,99.0,0.1,48735.99549,1.0,0.848,13.5,1,0,77.8
2006,188.0,0,6.35,89.0,4.49,92.0,0.6,1495.96337,6.2,0.751,12.3,0,1,69.6
2009,184.0,0,9.85,94.0,6.84,94.0,0.1,12219.37379,2.3,0.821,16.4,1,0,72.6
2008,76.0,0,12.0,83.0,1.6,83.0,0.1,51386.37665,1.7,0.864,15.1,1,0,84.0
2006,65.0,0,10.24,94.0,1.39,94.0,0.1,57348.92788,0.6,0.904,15.2,1,0,81.5
2008,181.0,0,7.22,94.0,5.9,94.0,0.1,447.22796,3.5,0.699,12.8,0,1,69.6
2007,113.0,1,0.57,97.0,2.43,99.0,0.1,1585.13226,7.0,0.753,11.5,0,1,74.9
2011,59.0,0,6.91,96.0,9.6,96.0,0.1,22821.847,0.8,0.826,14.8,1,0,87.0
2012,411.0,25,0.01,91.0,11.24,91.0,0.9,561.8984239,7.9,0.401,9.1,0,1,49.7
2003,191.0,0,5.53,91.0,5.13,91.0,0.5,884.518666,6.4,0.729,12.0,0,1,69.3
2004,158.0,185,0.01,88.0,2.62,99.0,0.1,46.7579167,2.1,0.491,8.1,0,1,67.3
2009,211.0,52,0.28,9.0,2.5,9.0,0.6,741.777116,13.1,0.504,8.5,0,1,65.2
2004,12.0,0,9.89,96.0,8.21,98.0,0.1,37636.11173,0.9,0.869,18.3,0,1,78.7
2006,39.0,2,1.02,72.0,7.5,72.0,3.7,965.6693779,5.8,0.405,4.3,0,1,59.1
2012,12.0,0,8.61,88.0,7.43,87.0,0.1,15384.8749,3.8,0.785,15.3,0,1,75.1
2014,138.0,1,12.03,88.0,8.44,88.0,0.1,7853.335191,1.9,0.787,14.8,1,0,74.3
2001,188.0,7,6.13,71.0,5.59,72.0,2.5,2862.154836,3.8,0.656,12.3,0,1,71.2
2010,156.0,0,10.78,99.0,7.85,99.0,0.1,1325.53379,1.8,0.817,15.3,1,0,74.5
2011,111.0,0,5.97,95.0,8.55,95.0,0.1,14166.4998,1.5,0.78,15.5,0,1,77.0
2003,693.0,2,5.51,96.0,4.65,96.0,31.9,4163.6596,1.9,0.567,11.8,0,1,46.4
2012,259.0,15,5.68,67.0,9.88,67.0,0.8,766.8437623,3.9,0.477,8.9,0,1,62.3
2003,199.0,0,11.64,95.0,4.92,94.0,0.1,7174.237415,2.2,0.798,15.6,0,1,71.9
2004,218.0,0,1.63,96.0,3.61,95.0,0.1,3332.918533,4.2,0.691,13.4,0,1,68.1
2004,131.0,9,0.93,84.0,4.48,81.0,0.1,148.852738,6.5,0.61,10.6,0,1,73.2
2003,127.0,1,0.56,99.0,3.17,99.0,0.1,969.8126,7.1,0.725,11.2,0,1,73.6
2007,89.0,3,12.2,99.0,1.45,98.0,0.1,416.58397,0.6,0.873,16.1,0,1,89.0
2002,129.0,4,0.54,95.0,9.68,95.0,0.1,1812.288374,3.9,0.712,13.0,0,1,72.1
2003,161.0,196,0.01,9.0,2.51,87.0,0.1,432.7388972,2.3,0.484,7.9,0,1,66.8
2004,187.0,0,8.43,84.0,5.24,83.0,0.1,5836.17763,4.0,0.0,14.8,0,1,73.0
2011,286.0,6,0.62,96.0,3.6,96.0,0.7,582.775532,8.8,0.405,5.0,0,1,62.9
2005,46.0,45,0.42,37.0,3.91,25.0,5.2,66.2421396,1.5,0.306,5.6,0,1,48.6
2006,89.0,1,1.74,94.0,2.33,92.0,0.1,42372.22166,5.1,0.823,12.8,0,1,75.4
2009,192.0,0,12.4,98.0,7.53,98.0,0.1,11837.3913,2.8,0.825,16.6,1,0,72.2
2005,16.0,0,3.63,55.0,4.47,49.0,0.1,2571.262348,0.2,0.671,12.6,0,1,71.6
2007,98.0,1,1.72,75.0,8.9,8.0,0.1,614.271115,4.7,0.731,12.9,0,1,74.4
2014,184.0,957,3.07,84.0,4.69,85.0,0.2,1573.11889,26.8,0.607,11.6,0,1,68.0
2008,193.0,0,1.09,94.0,5.97,89.0,0.1,125.79167,1.2,0.489,9.2,0,1,68.0
2006,219.0,63,4.08,88.0,3.95,88.0,0.1,1391.772325,1.0,0.646,11.5,0,1,67.3
2001,8.0,2,7.6,88.0,9.1,89.0,0.1,23691.59472,0.5,0.867,15.8,0,1,79.4
2004,71.0,0,1.45,95.0,3.17,95.0,0.1,2745.27136,2.1,0.82,12.7,1,0,79.7
2004,194.0,4,3.81,8.0,6.13,79.0,0.3,191.55157,2.1,0.587,11.0,0,1,71.0
2008,92.0,0,12.35,97.0,9.9,97.0,0.1,24815.6884,0.7,0.804,15.8,1,0,79.0
2013,28.0,5,6.48,98.0,4.3,98.0,0.1,1389.8561,2.4,0.782,15.0,0,1,69.5
2008,162.0,0,8.92,99.0,5.76,99.0,0.1,7946.944346,3.8,0.0,15.4,0,1,72.1
2008,157.0,3,6.14,85.0,7.6,89.0,0.1,359.992184,2.1,0.654,11.9,0,1,72.7
2014,2.0,0,0.01,79.0,1.21,75.0,0.1,1684.54274,0.1,0.597,11.9,0,1,66.1
2003,43.0,44,0.42,36.0,5.49,23.0,5.1,292.5914364,1.9,0.284,5.4,0,1,48.4
2010,66.0,0,6.59,93.0,9.26,93.0,0.1,87646.75346,0.7,0.936,17.4,1,0,81.0
2014,121.0,6,3.82,84.0,9.16,83.0,0.1,6432.216537,1.2,0.737,14.0,0,1,76.0
2001,149.0,3,7.74,98.0,5.86,98.0,0.1,4981.198619,2.5,0.784,14.7,1,0,74.2
2009,64.0,3,7.09,99.0,9.51,97.0,0.1,4855.17564,1.8,0.881,15.0,1,0,83.0
2008,224.0,1,14.67,98.0,5.95,97.0,0.1,6376.183153,2.1,0.755,15.1,0,1,70.0
2007,151.0,154,0.01,96.0,2.8,94.0,0.1,541.651484,19.5,0.513,8.6,0,1,68.6
2006,288.0,2,8.01,44.0,2.88,45.0,10.7,727.777345,7.1,0.646,12.4,0,1,61.4
2001,75.0,1,9.53,91.0,8.18,92.0,0.1,19517.84168,0.7,0.899,20.5,1,0,79.9
2003,12.0,0,4.14,87.0,7.94,87.0,0.1,2214.732246,3.0,0.0,12.1,0,1,75.2
2009,131.0,3,0.47,97.0,3.97,97.0,0.1,7326.744435,8.3,0.756,12.6,0,1,74.0
2006,134.0,12,4.22,94.0,4.47,94.0,0.4,3171.49856,1.2,0.693,13.0,0,1,74.2
2010,131.0,3,0.49,96.0,3.99,96.0,0.1,971.356987,8.2,0.764,12.8,0,1,74.1
2009,198.0,12,2.14,92.0,6.79,92.0,0.4,2635.753474,1.3,0.596,10.4,0,1,76.0
2007,87.0,1,1.69,94.0,2.57,92.0,0.1,42672.61323,5.1,0.826,12.9,0,1,75.6
2011,92.0,0,4.64,89.0,9.71,88.0,0.1,55.156834,2.6,0.711,13.4,0,1,76.9
2012,81.0,0,11.96,98.0,9.74,98.0,0.1,2577.4264,0.7,0.824,16.3,1,0,83.0
2013,218.0,0,7.56,98.0,5.1,98.0,0.3,3944.178173,5.5,0.633,10.3,0,1,65.9
2000,192.0,4,3.61,85.0,5.39,83.0,0.4,116.2743,2.2,0.562,10.1,0,1,73.0
2005,92.0,0,11.28,93.0,9.77,93.0,0.1,48799.8237,1.2,0.897,16.6,1,0,78.1
2012,7.0,0,9.2,93.0,11.53,93.0,0.1,3997.25624,0.3,0.904,19.5,1,0,81.1
2006,288.0,41,1.7,84.0,4.64,84.0,2.9,922.9351677,7.9,0.51,8.7,0,1,59.4
2013,237.0,145,1.86,7.0,5.19,72.0,0.9,52.1535887,1.6,0.427,8.4,0,1,63.7
2001,225.0,0,5.02,9.0,1.28,92.0,1.5,51.216381,7.8,0.497,9.4,0,1,62.8
2002,189.0,7,6.43,74.0,5.79,82.0,2.4,38.46578,3.7,0.66,12.3,0,1,71.4
2006,88.0,0,1.62,98.0,7.37,98.0,0.1,4428.522898,14.3,0.622,12.0,0,1,75.0
2010,13.0,2,10.59,96.0,6.88,99.0,0.1,12599.52486,2.1,0.822,15.1,1,0,76.3
2004,615.0,40,1.11,94.0,7.82,89.0,23.4,274.2256294,7.5,0.366,10.0,0,1,45.1
2007,194.0,29,0.2,82.0,5.84,82.0,0.2,393.8843518,17.2,0.486,10.0,0,1,66.6
2003,11.0,0,11.54,96.0,9.51,96.0,0.1,4458.7764,1.2,0.882,16.3,1,0,77.3
2010,92.0,231,5.75,99.0,4.89,99.0,0.1,456.512487,4.2,0.691,12.5,0,1,75.0
2003,85.0,0,2.16,97.0,3.74,97.0,0.1,14221.99259,6.1,0.798,13.7,0,1,75.0
2014,17.0,0,0.01,99.0,3.37,99.0,0.1,1557.77892,5.7,0.766,13.2,0,1,73.0
2000,133.0,4,0.49,94.0,9.65,91.0,0.1,1657.889256,4.0,0.7,12.6,0,1,71.7
2009,235.0,7,6.64,99.0,4.13,98.0,0.1,7165.2775,2.3,0.758,14.6,0,1,67.8
2008,178.0,10,0.32,87.0,5.58,86.0,0.3,76.914128,3.8,0.592,10.8,0,1,66.4
2012,48.0,43,7.38,65.0,8.79,65.0,7.6,7548.163698,6.0,0.644,12.8,0,1,59.2
2007,425.0,74,1.03,75.0,5.25,75.0,14.1,422.1461573,3.8,0.36,8.2,0,1,52.1
2005,92.0,1,1.79,94.0,2.32,94.0,0.1,39439.8197,5.1,0.818,12.6,0,1,75.3
2004,143.0,2,9.19,99.0,6.19,99.0,0.1,6681.178818,2.4,0.8,15.5,1,0,74.9
2010,172.0,372,0.04,82.0,3.2,82.0,0.1,14.142268,2.2,0.521,7.5,0,1,65.1
2011,26.0,0,0.53,95.0,1.42,99.0,0.1,1692.613277,0.1,0.585,11.9,0,1,65.5
2005,127.0,9,0.92,83.0,4.11,8.0,0.1,1577.457182,6.5,0.624,11.0,0,1,73.5
2004,148.0,16,4.26,89.0,5.37,89.0,0.1,274.249442,2.4,0.658,11.3,0,1,72.8
2011,188.0,0,6.64,95.0,5.61,95.0,0.5,4516.24675,3.5,0.7,12.4,0,1,69.4
2001,219.0,0,4.23,65.0,8.38,68.0,1.8,1598.77512,3.6,0.0,11.0,0,1,67.7
2012,374.0,505,8.54,42.0,3.3,42.0,4.4,2755.297787,1.7,0.507,9.7,0,1,52.7
2002,622.0,5,2.95,84.0,6.91,84.0,32.5,47.89395,1.6,0.446,10.4,0,1,46.4
2011,139.0,2,9.1,89.0,5.53,89.0,0.1,92.277825,2.9,0.798,15.7,1,0,74.3
2007,65.0,0,1.6,97.0,3.46,97.0,0.1,39223.58187,2.1,0.873,14.1,1,0,81.1
2000,94.0,0,14.07,86.0,6.3,86.0,0.1,26241.91883,0.3,0.848,16.2,1,0,76.4
2007,1.0,0,0.85,95.0,2.32,99.0,0.1,32672.36717,6.2,0.84,14.3,0,1,76.0
2011,443.0,16,1.66,47.0,3.73,47.0,5.8,494.336779,8.8,0.361,6.8,0,1,49.8
2002,387.0,24,5.98,74.0,5.15,81.0,5.2,122.4335893,8.7,0.268,4.4,0,1,51.5
2003,92.0,0,12.61,99.0,7.67,98.0,0.1,65445.8853,1.0,0.865,13.6,1,0,78.6
2003,268.0,40,0.93,65.0,4.81,66.0,0.7,316.7998965,8.3,0.457,8.5,0,1,59.9
2004,114.0,0,13.11,96.0,6.56,96.0,0.1,9365.742468,1.9,0.771,13.3,1,0,75.4
2004,652.0,2,4.9,96.0,5.56,96.0,28.4,4896.583835,1.5,0.58,11.8,0,1,48.1
2010,53.0,0,8.25,96.0,8.86,96.0,0.1,41676.44527,0.9,0.894,18.4,1,0,81.8
2002,199.0,0,4.99,93.0,4.38,89.0,0.1,3556.561825,3.7,0.678,11.9,0,1,68.5
2007,132.0,1,3.99,9.0,4.31,88.0,0.1,3138.8873,2.0,0.707,11.7,0,1,73.5
2013,227.0,1,0.01,98.0,4.21,98.0,0.1,4385.379355,2.2,0.72,14.7,0,1,68.1
2005,12.0,0,4.56,95.0,8.5,93.0,0.1,2968.41186,2.9,0.0,12.5,0,1,75.0
2007,293.0,46,4.58,93.0,6.63,89.0,1.7,475.11122,9.8,0.334,4.9,0,1,55.3
2009,311.0,6,0.63,92.0,3.3,92.0,1.0,43.7544499,9.0,0.402,5.2,0,1,61.4
2004,125.0,4,0.54,95.0,9.5,95.0,0.1,261.456882,3.9,0.723,13.5,0,1,72.5
2002,14.0,0,11.34,98.0,9.33,98.0,0.1,33228.69291,1.2,0.875,16.6,1,0,77.0
2011,6.0,0,1.8,96.0,3.93,96.0,0.1,53166.67581,2.1,0.911,15.2,1,0,82.2
2007,288.0,8,7.44,94.0,3.19,93.0,0.1,6771.414797,2.4,0.754,14.7,0,1,65.3
2003,71.0,1,2.32,93.0,7.44,93.0,0.1,18946.99942,1.1,0.863,16.0,0,1,79.7
2005,11.0,9,0.05,96.0,3.42,96.0,0.1,13739.82945,7.2,0.761,12.4,0,1,73.1
2005,66.0,2,8.65,97.0,8.71,95.0,0.1,31959.26215,0.5,0.851,15.8,1,0,88.0
2012,7.0,0,12.26,92.0,11.17,92.0,0.1,48333.57273,1.8,0.884,15.7,1,0,88.0
2006,564.0,3,5.53,88.0,6.81,87.0,43.7,2937.36723,6.9,0.502,9.9,0,1,47.8
2011,14.0,0,8.51,91.0,6.67,91.0,0.1,15534.1574,3.8,0.78,15.5,0,1,74.9
2009,189.0,143,0.08,85.0,2.83,78.0,0.3,2254.44566,1.7,0.645,11.7,0,1,67.9
2009,37.0,46,0.47,32.0,3.31,24.0,4.4,84.455939,9.6,0.343,6.3,0,1,57.0
2004,7.0,0,6.6,99.0,9.9,99.0,0.1,42442.2245,1.3,0.888,16.0,1,0,83.0
2013,17.0,32,0.01,7.0,5.92,68.0,0.1,6925.22446,5.3,0.659,10.3,0,1,69.5
2005,65.0,0,11.41,98.0,6.37,98.0,0.1,25324.48666,0.9,0.826,13.5,1,0,78.7
2013,83.0,1,0.01,99.0,2.56,99.0,0.1,48399.9581,3.4,0.796,13.1,0,1,74.5
2001,179.0,0,0.91,67.0,3.37,7.0,0.1,1362.61731,1.7,0.0,10.1,0,1,69.1
2011,136.0,0,7.84,99.0,5.65,99.0,0.1,11929.34991,3.3,0.782,14.1,0,1,75.7
2012,13.0,3,1.3,97.0,7.18,97.0,0.1,4137.55421,6.4,0.717,14.6,0,1,74.9
2008,288.0,45,4.5,92.0,6.77,93.0,1.5,569.7612784,9.5,0.345,5.4,0,1,56.1
2014,152.0,8,6.41,99.0,4.12,99.0,0.1,5941.8471,7.8,0.737,13.6,0,1,74.6
2010,76.0,0,1.16,98.0,2.9,97.0,0.1,736.22784,5.0,0.825,12.0,0,1,77.3
2008,199.0,0,11.84,94.0,6.63,94.0,0.1,16348.53121,2.3,0.819,16.3,1,0,71.9
2001,193.0,4,3.51,89.0,5.26,87.0,0.4,143.6758,2.2,0.57,10.4,0,1,73.0
2005,69.0,3,7.99,95.0,8.18,98.0,0.1,37217.64873,1.7,0.87,14.9,1,0,82.0
2002,371.0,13,4.27,51.0,5.43,39.0,3.1,177.285187,8.8,0.376,10.4,0,1,56.0
2012,358.0,72,8.24,75.0,3.3,75.0,2.6,4598.249988,8.8,0.508,10.3,0,1,56.0
2008,278.0,16,12.04,98.0,6.22,98.0,0.3,11635.2637,2.3,0.769,13.9,0,1,67.5
2004,94.0,3,13.18,99.0,1.53,98.0,0.1,33874.74255,0.6,0.857,15.5,0,1,82.0
2012,154.0,9,6.56,99.0,4.17,99.0,0.1,5859.915622,8.0,0.729,13.7,0,1,74.3
2011,193.0,11,2.16,88.0,6.28,88.0,0.4,3187.845296,1.2,0.609,10.5,0,1,71.1
2007,86.0,0,10.25,99.0,9.25,98.0,0.1,4443.83131,0.8,0.871,15.8,1,0,79.5
2002,252.0,25,0.36,6.0,5.6,6.0,0.7,513.26227,12.0,0.397,5.7,0,1,58.4
2000,533.0,29,3.97,46.0,13.63,44.0,1.2,139.3147734,1.3,0.292,6.7,0,1,39.0
2008,344.0,14,1.33,8.0,5.73,81.0,4.8,513.391914,7.7,0.441,10.1,0,1,56.2
2008,1.0,1,5.61,99.0,5.87,99.0,0.1,437.539647,1.6,0.713,12.0,0,1,75.3
2007,68.0,1,2.33,95.0,7.37,95.0,0.1,258.637,1.1,0.872,15.7,0,1,84.0
2001,211.0,16,2.53,78.0,6.76,77.0,0.3,1568.376276,1.5,0.546,8.5,0,1,68.4
2014,76.0,0,12.6,99.0,1.59,99.0,0.1,47439.39684,1.0,0.89,16.3,1,0,89.0
2004,296.0,58,0.49,7.0,6.28,69.0,2.0,439.3572924,1.1,0.333,5.5,0,1,52.8
2011,235.0,1,0.01,99.0,4.45,99.0,0.1,3769.595255,2.2,0.701,14.6,0,1,67.3
2001,429.0,52,7.38,71.0,8.31,71.0,24.0,2681.781,15.4,0.629,13.0,0,1,56.0
2009,288.0,4,2.55,78.0,6.81,8.0,6.0,544.222779,8.3,0.401,8.9,0,1,56.3
2008,167.0,0,16.99,95.0,6.6,95.0,0.1,1894.5485,2.0,0.835,16.1,0,1,74.2
2010,212.0,5,8.39,57.0,7.81,52.0,0.2,2965.142365,2.4,0.728,14.9,0,1,69.8
2009,36.0,3,7.99,83.0,8.5,83.0,8.7,4153.497885,1.9,0.598,11.4,0,1,62.4
2007,68.0,1,9.53,97.0,9.36,97.0,0.1,51241.31562,1.0,0.899,16.6,1,0,82.0
2003,146.0,24,0.58,91.0,5.25,91.0,0.1,1721.973863,6.6,0.551,9.3,0,1,69.9
2011,218.0,57,4.96,87.0,4.29,87.0,0.1,2352.518156,1.0,0.669,11.5,0,1,68.0
2006,22.0,0,5.46,97.0,7.84,97.0,1.2,843.89447,6.9,0.521,10.2,0,1,64.7
2011,91.0,215,5.63,99.0,5.3,99.0,0.1,5633.79616,4.1,0.7,12.8,0,1,75.2
2003,93.0,0,0.03,99.0,3.23,99.0,0.1,2271.56961,3.2,0.788,14.1,0,1,73.4
2012,82.0,0,9.24,99.0,9.3,99.0,0.1,47415.55987,0.9,0.884,17.0,0,1,84.0
2007,192.0,13,2.4,85.0,6.86,85.0,0.4,2489.955836,1.3,0.578,10.1,0,1,75.0
